50;1;195.072;13.879
50;2;195.007;13.7979
50;3;195.001;13.7895
50;4;195;13.7887
50;5;195;13.7886
50;6;195;13.7886
50;7;195;13.7886
100;1;573.018;57.3018
100;2;573.018;57.3018
100;3;573.018;57.3018
100;4;573.018;57.3018
100;5;573.018;57.3018
100;6;573.018;57.3018
100;7;573.018;57.3018
150;1;1055.36;86.1694
150;2;1055.36;86.1694
150;3;1055.36;86.1694
150;4;1055.36;86.1694
150;5;1055.36;86.1694
150;6;1055.36;86.1694
150;7;1055.36;86.1694
200;1;1626.87;115.037
200;2;1626.87;115.037
200;3;1626.87;115.037
200;4;1626.87;115.037
200;5;1626.87;115.037
200;6;1626.87;115.037
200;7;1626.87;115.037
250;1;2275.33;143.904
250;2;2275.33;143.904
250;3;2275.33;143.904
250;4;2275.33;143.904
250;5;2275.33;143.904
250;6;2275.33;143.904
250;7;2275.33;143.904
300;1;2992.5;172.772
300;2;2992.5;172.772
300;3;2992.5;172.772
300;4;2992.5;172.772
300;5;2992.5;172.772
300;6;2992.5;172.772
300;7;2992.5;172.772
350;1;3772.33;201.64
350;2;3772.33;201.64
350;3;3772.33;201.64
350;4;3772.33;201.64
350;5;3772.33;201.64
350;6;3772.33;201.64
350;7;3772.33;201.64
400;1;4627.46;3272.11
400;2;4627.46;3272.11
400;3;4627.46;3272.11
400;4;4627.46;3272.11
400;5;4627.46;3272.11
400;6;4627.46;3272.11
400;7;4627.46;3272.11
450;1;4388.28;0.525631
450;2;5369.06;0.570868
450;3;5488.6;0.575831
450;4;5500.81;0.576332
450;5;5502.03;0.576382
450;6;5502.15;0.576387
450;7;5502.16;0.576388
500;1;6445.29;288.242
500;2;6445.29;288.242
500;3;6445.29;288.242
500;4;6445.29;288.242
500;5;6445.29;288.242
500;6;6445.29;288.242
500;7;6445.29;288.242
550;1;7436.88;317.11
550;2;7436.88;317.11
550;3;7436.88;317.11
550;4;7436.88;317.11
550;5;7436.88;317.11
550;6;7436.88;317.11
550;7;7436.88;317.11
600;1;8495.89;93454.8
600;2;8495.89;858085
600;3;8495.89;8.50438e+06
600;4;8495.89;8.49674e+07
600;5;8495.89;8.49597e+08
600;6;8495.89;8.4959e+09
600;7;8495.89;8.49589e+10
650;1;9578.78;6773.22
650;2;9578.78;6773.22
650;3;9578.78;6773.22
650;4;9578.78;6773.22
650;5;9578.78;6773.22
650;6;9578.78;6773.22
650;7;9578.78;6773.22
700;1;10681.2;403.712
700;2;10681.2;403.712
700;3;10681.2;403.712
700;4;10681.2;403.712
700;5;10681.2;403.712
700;6;10681.2;403.712
700;7;10681.2;403.712
750;1;11846.7;432.58
750;2;11846.7;432.58
750;3;11846.7;432.58
750;4;11846.7;432.58
750;5;11846.7;432.58
750;6;11846.7;432.58
750;7;11846.7;432.58
800;1;13051.7;461.447
800;2;13051.7;461.447
800;3;13051.7;461.447
800;4;13051.7;461.447
800;5;13051.7;461.447
800;6;13051.7;461.447
800;7;13051.7;461.447
850;1;14320.3;14320.3
850;2;14320.3;14320.3
850;3;14320.3;14320.3
850;4;14320.3;14320.3
850;5;14320.3;14320.3
850;6;14320.3;14320.3
850;7;14320.3;14320.3
900;1;15575.5;519.182
900;2;15575.5;519.182
900;3;15575.5;519.182
900;4;15575.5;519.182
900;5;15575.5;519.182
900;6;15575.5;519.182
900;7;15575.5;519.182
