left;right
-0.5;0.5
-0.117942654448714;0.5
-0.117942654448714;0.264114691102572
0.028081584392551;0.264114691102572
0.028081584392551;0.174105823233816
0.0839491575524682;0.174105823233816
0.0839491575524682;0.139816730712385
0.0839491575524682;0.117942654448714
0.0969337979978154;0.117942654448714
0.105379840378362;0.117942654448714
0.105379840378362;0.113284532377685
0.108485255092382;0.113284532377685
0.108485255092382;0.111590669806401
0.109755652020844;0.111590669806401
0.109755652020844;0.111026048949307
0.110320272877939;0.111026048949307
0.110320272877939;0.110884893735033
0.110602583306486;0.110884893735033
0.110602583306486;0.110884893735033
0.11074373852076;0.11090373852076
