50;1;195.07248;0.94154452
50;2;195.00749;0.94123083
50;3;195.00075;0.9411983
50;4;195.00008;0.94119503
50;5;195.00001;0.94119471
50;6;195;0.94119467
50;7;195;0.94119467
100;1;573.01832;0.98511157
100;2;573.01832;0.98511157
100;3;573.01832;0.98511157
100;4;573.01832;0.98511157
100;5;573.01832;0.98511157
100;6;573.01832;0.98511157
100;7;573.01832;0.98511157
150;1;1055.3554;0.99004972
150;2;1055.3554;0.99004972
150;3;1055.3554;0.99004972
150;4;1055.3554;0.99004972
150;5;1055.3554;0.99004972
150;6;1055.3554;0.99004972
150;7;1055.3554;0.99004972
200;1;1626.8682;0.99252801
200;2;1626.8682;0.99252801
200;3;1626.8682;0.99252801
200;4;1626.8682;0.99252801
200;5;1626.8682;0.99252801
200;6;1626.8682;0.99252801
200;7;1626.8682;0.99252801
250;1;2275.3296;0.99401794
250;2;2275.3296;0.99401794
250;3;2275.3296;0.99401794
250;4;2275.3296;0.99401794
250;5;2275.3296;0.99401794
250;6;2275.3296;0.99401794
250;7;2275.3296;0.99401794
300;1;2992.499;0.99501247
300;2;2992.499;0.99501247
300;3;2992.499;0.99501247
300;4;2992.499;0.99501247
300;5;2992.499;0.99501247
300;6;2992.499;0.99501247
300;7;2992.499;0.99501247
350;1;3772.3302;0.99572345
350;2;3772.3302;0.99572345
350;3;3772.3302;0.99572345
350;4;3772.3302;0.99572345
350;5;3772.3302;0.99572345
350;6;3772.3302;0.99572345
350;7;3772.3302;0.99572345
400;1;4627.4611;0.99999991
400;2;4627.4611;0.99999991
400;3;4627.4611;0.99999991
400;4;4627.4611;0.99999991
400;5;4627.4611;0.99999991
400;6;4627.4611;0.99999991
400;7;4627.4611;0.99999991
450;1;4388.2808;0.79490113
450;2;5369.0642;0.97256201
450;3;5488.597;0.99421438
450;4;5500.806;0.99642595
450;5;5502.0295;0.99664758
450;6;5502.1519;0.99666975
450;7;5502.1641;0.99667197
500;1;6445.289;0.99700449
500;2;6445.289;0.99700449
500;3;6445.289;0.99700449
500;4;6445.289;0.99700449
500;5;6445.289;0.99700449
500;6;6445.289;0.99700449
500;7;6445.289;0.99700449
550;1;7436.8794;0.99727644
550;2;7436.8794;0.99727644
550;3;7436.8794;0.99727644
550;4;7436.8794;0.99727644
550;5;7436.8794;0.99727644
550;6;7436.8794;0.99727644
550;7;7436.8794;0.99727644
600;1;8495.8872;1
600;2;8495.8872;1
600;3;8495.8872;1
600;4;8495.8872;1
600;5;8495.8872;1
600;6;8495.8872;1
600;7;8495.8872;1
650;1;9578.7797;0.99999998
650;2;9578.7797;0.99999998
650;3;9578.7797;0.99999998
650;4;9578.7797;0.99999998
650;5;9578.7797;0.99999998
650;6;9578.7797;0.99999998
650;7;9578.7797;0.99999998
700;1;10681.219;0.99785944
700;2;10681.219;0.99785944
700;3;10681.219;0.99785944
700;4;10681.219;0.99785944
700;5;10681.219;0.99785944
700;6;10681.219;0.99785944
700;7;10681.219;0.99785944
750;1;11846.682;0.998002
750;2;11846.682;0.998002
750;3;11846.682;0.998002
750;4;11846.682;0.998002
750;5;11846.682;0.998002
750;6;11846.682;0.998002
750;7;11846.682;0.998002
800;1;13051.697;0.99812676
800;2;13051.697;0.99812676
800;3;13051.697;0.99812676
800;4;13051.697;0.99812676
800;5;13051.697;0.99812676
800;6;13051.697;0.99812676
800;7;13051.697;0.99812676
850;1;14320.256;1
850;2;14320.256;1
850;3;14320.256;1
850;4;14320.256;1
850;5;14320.256;1
850;6;14320.256;1
850;7;14320.256;1
900;1;15575.466;0.99833472
900;2;15575.466;0.99833472
900;3;15575.466;0.99833472
900;4;15575.466;0.99833472
900;5;15575.466;0.99833472
900;6;15575.466;0.99833472
900;7;15575.466;0.99833472
950;1;16892.027;0.9984223
950;2;16892.027;0.9984223
950;3;16892.027;0.9984223
950;4;16892.027;0.9984223
950;5;16892.027;0.9984223
950;6;16892.027;0.9984223
950;7;16892.027;0.9984223
1000;1;18243.725;0.99850112
1000;2;18243.725;0.99850112
1000;3;18243.725;0.99850112
1000;4;18243.725;0.99850112
1000;5;18243.725;0.99850112
1000;6;18243.725;0.99850112
1000;7;18243.725;0.99850112
