50;1415.4825;6.8320234
100;4921.4859;8.4608336
150;77933.645;73.111091
200;30663.844;18.707554
250;50258.059;21.956121
300;37731.295;12.545738
350;68435.778;18.06393
400;98490.716;21.283962
450;128434.81;23.264914
500;166417.19;25.742629
550;541688.15;72.639719
600;264011.81;31.075249
650;127763.9;13.338222
700;664164.18;62.047455
750;352111.03;29.662948
800;388207.68;29.688129
850;264541.59;18.473245
900;1006309.5;64.501035
950;1206730.4;71.32516
1000;796193.82;43.57665
